file_name,spotify_track_id,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio
con trai cưng - icm.mp3,4NpARBNXBCG9DcOwkm9SGi,30.46,103.36,F:maj,0.203629,868.09,-3.2491,9.2413,-6.7107,9.5999,-0.4593,11.0636,1.0073,12.1181,-203.0296,66.5242,192.9848,35.0085,-2.6999,16.8267,9.3556,17.785,14.6116,15.5317,-12.2573,12.9359,0.3341,15.7677,-10.2512,12.376,-9.8664,11.9358,0.045378,1524.65,21.17,18.78,24.31,23.33,25.5,26.12,45.33,0.001165,1.0906,3.02,0.9771,0.3337,0.2246,0.3934,0.1642,0.2847,0.5009,0.1995,0.1932,0.1002,0.2107,0.1504,0.1677,0.0669,0.3966,-0.1825,0.0259,-0.0589,-0.0055,6.1132
con đường hạnh phúc - ballad - beta music.mp3,1h7pqRCSVjB5xvbkXKLsQB,24.72,129.2,B:maj,0.052437,1618.22,-0.3535,10.9438,-5.4695,10.2258,1.1536,11.888,-6.4261,11.441,-266.368,92.7735,121.0672,34.0696,1.6291,17.5449,25.1,16.8999,1.9844,12.4698,-6.9125,12.1221,-4.6493,9.7384,-8.1798,10.7723,-12.503,8.4443,0.066596,3415.32,23.15,19.1,24.42,23.36,21.08,21.54,48.7,0.007074,1.0732,2.14,0.9586,0.1914,0.2427,0.1795,0.3374,0.2629,0.2196,0.3609,0.2207,0.2846,0.1433,0.2875,0.4409,-0.1687,-0.2916,0.1337,-0.07,-0.0418,-0.0161,6.2804
con tim tan vỡ - phan mạnh quỳnh.mp3,6YDsFiTk61nQTyshsLI41O,288.51,112.35,C:min,0.202926,1965.91,7.4212,11.6412,-2.9003,9.9033,4.5798,9.8442,-5.2719,9.6186,-120.5047,92.2088,106.6611,33.2255,27.5123,19.866,19.73,17.9564,12.1371,13.0485,0.6912,12.0944,7.9032,14.0292,2.7391,12.4555,-2.432,11.7951,0.068056,4663.31,20.61,17.3,21.56,21.35,20.79,20.87,48.76,0.013448,1.1992,2.3,0.969,0.3447,0.2502,0.4332,0.3815,0.2372,0.3063,0.3097,0.5008,0.365,0.2347,0.2022,0.2405,-0.0451,0.2351,0.0801,0.1072,-0.0335,-0.0026,3.0949
cung tên tình yêu - pháp kiều.mp3,0VNF2lepEjjJTpNpdDKEAT,207.27,129.2,A#:min,0.194417,2539.84,8.7838,10.3019,-0.7468,8.6868,3.4437,8.639,0.9789,8.4643,-66.6613,90.2769,83.0703,25.3468,-5.6434,23.1799,6.4767,16.9128,2.6777,14.9144,2.6858,13.1201,2.43,12.2021,4.3677,10.3771,-2.0819,9.4098,0.095459,5625.7,21.69,15.8,19.09,17.73,18.06,17.24,47.36,0.026669,1.661,4.29,0.9621,0.4133,0.3783,0.2726,0.294,0.2821,0.4114,0.3195,0.377,0.4099,0.3848,0.5387,0.3664,-0.1297,0.0532,-0.0632,-0.0688,0.0039,-0.0274,2.3765
crying over you - justatee - binz.mp3,2OSjnBrQQ0CNKxIUM2GQDk,342.66,123.05,C:maj,0.20143,1546.43,-4.3556,10.9751,-10.5063,9.3905,-3.3765,9.2318,-11.2297,8.0813,-124.9372,102.5505,122.6545,30.3717,-0.884,19.959,11.1226,16.3515,-4.9318,13.9868,-5.7839,12.9537,-11.8122,10.8322,-6.0378,11.3184,-13.2471,9.3289,0.06099,3095.1,21.1,18.4,22.6,20.81,19.88,19.14,49.04,0.005662,1.2797,3.0,0.9685,0.4307,0.2134,0.3437,0.2023,0.286,0.2225,0.2103,0.4579,0.1853,0.1744,0.1323,0.2758,0.2425,0.2347,0.0899,0.1101,0.0018,-0.011,3.3254
cuối tuần - dfoxie37.mp3,41tGiya38b7Nq09djGSeM3,186.67,89.1,G#:min,0.202476,1973.2,-4.464,10.6393,-8.512,10.2261,-4.3431,10.0059,-6.5306,9.546,-94.065,77.4573,109.9744,35.9849,-0.3194,21.6325,16.3425,16.9594,1.4221,13.1165,-1.0086,12.9689,-3.6842,12.1562,-2.5868,13.4403,-4.3868,11.4706,0.076827,4207.34,20.72,17.05,19.33,18.6,18.64,18.79,48.18,0.016651,1.5122,3.29,0.9645,0.3238,0.4084,0.3638,0.4999,0.3247,0.2574,0.3389,0.3256,0.4126,0.3018,0.3676,0.4298,-0.1169,-0.1347,0.0836,0.0059,-0.0139,-0.0041,1.8691
cuối ngày - the flob.mp3,2IFwxUYgwmvrppza3CBdx3,318.19,161.5,C:maj,0.212983,1808.0,3.9175,11.1809,-6.4814,7.8486,0.8144,8.2985,-3.4133,7.4224,-101.4481,130.9732,114.2708,37.7156,-1.7006,18.6615,14.6835,16.149,11.197,12.0512,2.9443,13.9291,-0.6598,11.0035,3.4074,10.2418,-7.111,9.7282,0.072278,3801.35,22.57,16.25,19.0,18.06,18.6,19.14,48.28,0.015608,1.0686,2.81,0.955,0.5306,0.303,0.3375,0.2878,0.4603,0.4671,0.3467,0.419,0.2915,0.2921,0.2496,0.3522,0.0814,0.2287,-0.0756,0.1126,-0.0304,-0.0084,2.2336
cuốn cho anh một điếu nữa đi - rpt mck.mp3,29cUOvKfTmx9SFDC73QHv5,185.67,89.1,A:min,0.237936,1632.8,2.0066,12.9723,5.3182,10.8079,1.81,10.6597,0.296,10.4063,-148.9655,95.4684,122.7976,50.7774,12.5142,24.1682,12.1232,18.5582,6.7986,17.2282,10.8041,13.9683,-8.4304,15.891,9.2047,12.8843,-5.3973,12.4933,0.056758,3404.23,23.63,16.81,19.29,18.43,19.18,17.73,49.47,0.015726,1.323,2.07,0.9725,0.4471,0.3426,0.4616,0.3683,0.4683,0.3545,0.3191,0.4038,0.3652,0.4335,0.3395,0.4315,0.3691,0.077,-0.0923,0.0813,0.0061,0.0282,4.9736
cuộc gọi về nhà - orange.mp3,2QCxBjGVT9nYjYNHMxIbBC,229.58,92.29,E:maj,0.164305,2112.61,-1.3701,10.6896,-9.5664,11.9898,0.0265,10.7085,-6.4987,10.3761,-156.7431,116.6575,94.207,28.2313,17.3187,17.8822,12.6525,16.4035,3.1203,11.9185,3.4955,12.3279,1.1665,12.9894,-17.9469,15.1791,4.6451,11.3514,0.07105,4777.01,20.79,19.55,22.87,21.88,22.27,20.61,47.36,0.011763,1.1999,2.49,0.9435,0.1983,0.1932,0.1749,0.3801,0.4422,0.1949,0.2556,0.1824,0.3137,0.1999,0.2157,0.3747,0.1135,-0.328,0.1008,0.1693,0.0086,-0.0149,4.3265
cuộc đàm phán với nỗi đau - trang.mp3,1ZRWhzwR6guZAedLpuqq6p,259.85,123.05,C:maj,0.206367,1453.99,-1.3081,11.3816,-12.9509,9.5013,-4.0416,8.453,-5.2196,9.8025,-151.0512,102.1672,137.0694,34.8714,9.6186,26.655,5.1771,19.3846,9.1686,13.1063,-0.7653,12.4246,3.0715,11.1956,-5.3112,10.5576,-6.5056,9.2441,0.059679,2776.2,20.5,19.47,23.49,23.27,21.89,20.7,49.52,0.002709,1.0513,2.45,0.932,0.3805,0.1589,0.1977,0.1199,0.2308,0.2635,0.1941,0.3609,0.1911,0.2203,0.1575,0.307,0.1995,0.2354,0.0633,0.1168,-0.0061,-0.0052,5.5114
cuộc đối thoại không hồi kết (feat. mạc mai sương) - vũ..mp3,7yXjGaBccbuWVv8jQR7aAZ,210.48,161.5,G:maj,0.202044,1669.12,4.4849,8.658,-6.6337,8.6862,0.2114,8.1225,-5.1409,8.3616,-92.1902,58.127,123.9395,27.0507,-11.3225,16.519,19.6048,12.5179,3.3599,11.93,7.9882,10.149,3.5278,8.8655,-0.1683,9.7769,-2.7037,8.4463,0.067927,3449.48,21.27,17.32,21.22,20.87,20.21,19.46,47.86,0.009003,1.1507,3.08,0.9698,0.3357,0.238,0.3279,0.2313,0.3907,0.2598,0.3284,0.4208,0.2836,0.3485,0.2178,0.3717,0.2138,0.0803,0.0613,0.0217,0.0038,0.014,3.2991
cypher nhà làm - low g.mp3,26UzpTa6NKmrAmKcBmcU6f,88.25,136.0,C#:min,0.06654,1977.66,2.1478,12.4025,-6.7179,13.3145,0.0885,13.4281,-3.0873,11.7315,-239.7142,101.7555,106.4405,46.3652,3.6613,35.2271,18.3987,23.7115,5.5017,23.0106,-1.8873,19.6275,-1.6328,15.0598,0.386,15.1256,-14.6134,15.9562,0.078667,3931.78,23.0,15.88,18.99,17.7,17.44,19.36,48.87,0.017984,2.1189,4.26,0.9681,0.3715,0.4482,0.384,0.4355,0.4753,0.374,0.3534,0.3316,0.4112,0.3949,0.3431,0.3499,-0.0255,-0.0928,-0.1096,0.0216,0.0259,0.0002,1.5757
càng cua - low g.mp3,62mnQK3maKHVXbcgHzaXdy,139.81,117.45,C#:min,0.182202,2014.34,12.3571,13.9401,3.7093,13.5503,5.621,11.0549,5.8924,11.8388,-261.9951,112.9033,86.6107,56.6176,41.8214,38.0807,18.6476,20.8732,16.4375,21.9672,6.2486,20.2746,9.4333,18.6106,16.6316,17.0842,-5.1779,15.5991,0.057631,4249.36,22.18,15.0,19.05,19.44,18.51,20.42,46.81,0.025141,2.1964,5.14,0.967,0.6732,0.665,0.6868,0.6914,0.6346,0.5694,0.4973,0.5206,0.5055,0.5167,0.5605,0.6155,-0.0347,0.1086,-0.1043,0.1488,0.0525,0.0446,5.5722
càng chơi càng buồn - spideyboy.mp3,1X9z1Ow69FjntJNdaepQ9A,179.59,129.2,G#:maj,0.162118,1823.58,3.527,12.419,-9.5514,11.2586,-2.2192,11.5368,-6.172,9.867,-145.6713,88.8773,110.4161,32.2094,-0.7604,26.4776,15.5376,19.3516,-1.2886,17.1531,-0.0655,15.6624,1.1786,14.3594,-1.8557,12.6186,-2.2644,12.2739,0.062358,3828.38,21.35,17.36,21.93,20.6,19.63,19.58,47.88,0.011856,1.4915,3.24,0.9564,0.2897,0.2091,0.2479,0.3813,0.2608,0.3021,0.2171,0.4011,0.6309,0.2935,0.3735,0.2345,-0.2641,0.0525,0.0241,0.1294,-0.0308,-0.0151,3.0715
càng lớn càng cô đơn - jaykii.mp3,6Zt20XamCzXeAC38401oso,261.82,129.2,C:maj,0.181777,1780.84,7.1242,10.3448,-1.1498,8.4532,0.2715,8.4568,-5.963,9.6754,-139.4658,111.218,114.0685,33.3385,11.6684,22.8623,17.2997,17.9874,8.6859,17.4893,1.086,11.5998,3.7812,11.7732,2.1091,10.7154,-7.125,10.6167,0.064081,3912.12,20.55,17.52,21.36,20.37,19.36,19.46,48.06,0.008767,1.0762,2.2,0.9531,0.3275,0.2528,0.3082,0.2883,0.3661,0.3633,0.2741,0.3605,0.2935,0.274,0.1906,0.2307,0.0936,0.1465,0.0078,0.0822,-0.0015,-0.0269,3.4096
càng níu giữ càng dễ mất - mr.siro.mp3,5JceInAKBUEo3eSVT1R3VF,296.79,143.55,B:min,0.218113,1863.6,-2.5544,11.1094,-6.0519,9.3836,-5.8617,8.9294,-10.5929,9.9825,-100.7758,99.3758,114.7753,32.5705,16.7127,19.6556,12.6212,17.2885,8.7149,13.2964,-0.9554,11.1687,-9.9223,12.3711,3.0977,10.3001,-9.6042,9.2343,0.070554,4171.47,20.13,18.13,21.81,20.53,19.94,18.97,47.29,0.010585,1.108,1.89,0.9571,0.2171,0.1512,0.3181,0.2196,0.3346,0.221,0.3512,0.3129,0.1958,0.2802,0.2523,0.4881,0.3299,-0.1046,0.1391,0.003,-0.0231,-0.0265,3.5447
cá rim cá chô - thịnh suy.mp3,4gqgEkzIpv1DXj89wEbsWn,177.61,129.2,A#:maj,0.133347,1564.84,-4.4859,11.18,-8.0114,9.5799,-6.3522,9.8822,-10.3323,9.8248,-194.5993,100.621,130.4682,45.5,20.5948,22.4693,18.2413,17.8654,9.2521,14.2501,-10.731,13.5817,-3.7981,11.7026,-6.0592,11.9799,-14.5595,11.2931,0.060422,3119.57,23.26,19.1,22.47,21.0,19.67,20.11,47.86,0.008884,1.1012,2.33,0.9506,0.1752,0.1404,0.2525,0.2771,0.2885,0.4163,0.2286,0.3655,0.282,0.2136,0.4134,0.2212,-0.1517,0.2293,0.0451,-0.0394,0.0123,-0.0654,4.2391
cá hồi - ngọt.mp3,0YP2zgNO5nrZrHlfZZz5xi,264.97,107.67,E:min,0.203738,2488.52,3.479,9.6497,-3.3485,8.8981,0.2543,8.0254,-0.9341,7.6266,-73.6368,118.6855,81.4838,28.9385,0.0213,19.8332,33.8048,14.9401,-0.0228,11.3929,5.5793,13.4657,1.9439,9.9863,4.9025,10.2069,-12.3148,10.6112,0.114467,5294.06,18.27,16.04,18.85,18.56,18.75,19.0,50.57,0.025972,1.2276,3.65,0.9588,0.3698,0.3137,0.4773,0.3539,0.3771,0.3109,0.4763,0.6083,0.3796,0.3636,0.3315,0.5402,0.1566,0.0206,0.1617,-0.0297,0.0001,-0.0219,1.8047
cây thông cô đơn - negav.mp3,6eWq20XvhhZS6Q8AkubWsV,142.58,172.27,D:min,0.187333,1529.63,0.6955,12.0689,-6.0516,10.7391,-2.5314,10.7774,-4.7173,10.2169,-178.908,108.4034,123.634,50.942,28.9076,32.6781,26.8957,21.9548,8.7765,18.7942,4.2234,16.7161,1.3374,14.538,-4.0741,13.9621,-4.1748,12.0905,0.05402,3156.82,23.48,16.67,20.55,18.65,18.85,18.89,46.51,0.012783,1.8526,3.91,0.9631,0.4075,0.3813,0.5003,0.4079,0.4706,0.4224,0.3134,0.4212,0.354,0.4122,0.3413,0.4285,0.1873,0.0577,-0.0133,0.0149,-0.0035,-0.0215,1.776
cánh cửa - thịnh suy.mp3,6dvh8dpUCNvKRoJt8m2eMM,221.3,112.35,C:min,0.099399,1557.81,0.4846,11.9703,-6.97,10.56,-6.4291,10.445,-11.4422,9.3389,-240.4173,122.2426,106.7692,33.5898,13.7908,23.0477,26.0186,14.4573,16.6274,13.6757,9.8857,15.3945,-0.0414,11.9481,-0.5086,13.6351,-6.1058,10.8823,0.051004,3238.34,23.72,18.73,21.2,20.08,20.33,19.37,48.24,0.012403,1.4734,2.47,0.962,0.5202,0.2726,0.2072,0.3112,0.2157,0.285,0.182,0.2612,0.3253,0.2757,0.3531,0.366,-0.1235,0.2398,-0.0341,0.1223,-0.0056,0.0668,3.7972
còn anh - vũ..mp3,3et9KgkphhDinvYmHdiBBT,226.41,123.05,D:maj,0.089338,1351.24,4.0989,8.4786,-6.4078,8.0213,-1.8185,8.5575,-6.9013,8.25,-233.3192,123.1782,130.9314,32.9213,1.3109,27.3526,15.709,15.1091,0.404,12.8318,1.1887,10.1344,0.8861,8.9187,2.2083,8.8483,-5.9379,8.5364,0.06177,2528.46,22.31,18.88,22.63,22.45,21.2,20.14,49.28,0.004784,0.8954,1.61,0.9473,0.1594,0.3154,0.4142,0.1921,0.2443,0.1889,0.3253,0.2527,0.2774,0.5107,0.2474,0.2153,0.3066,-0.1221,-0.1235,-0.1558,0.0035,0.0388,5.1322
còn gì đau hơn chữ đã từng - quân a.p.mp3,4QcCfXjjjNhTMF33WujTQt,305.14,129.2,D#:maj,0.17285,1731.99,-5.1073,10.3779,-7.6744,9.7757,-2.301,10.187,-6.3537,8.8924,-152.0885,130.622,107.0653,30.2961,17.221,20.9677,26.5084,16.8191,7.0322,15.6501,0.8114,12.8834,-2.6952,10.1355,-0.0705,11.0572,-9.6652,10.3964,0.066632,3701.12,21.65,18.27,22.7,20.95,19.99,19.63,48.58,0.009556,1.0974,1.98,0.9522,0.3087,0.1945,0.3518,0.3971,0.205,0.2512,0.2142,0.3939,0.2645,0.1797,0.2614,0.2073,-0.122,0.2709,0.1583,-0.0059,0.004,0.0015,3.0639
còn gì để mất - wxrdie.mp3,5TKWHSjt0aOtWXUUC7ZNzF,208.75,129.2,C:min,0.190695,2064.07,4.1906,14.1226,-0.8574,11.5413,0.0362,12.3103,-4.9982,10.7237,-112.1057,83.4777,107.1468,42.8729,1.7274,33.151,19.7542,20.6177,1.1637,18.0358,-1.4693,16.2587,-1.4672,14.1498,-3.5064,14.8514,-2.5149,15.4812,0.088965,4205.56,23.41,18.11,21.14,20.8,21.08,21.04,47.76,0.013892,1.5589,4.39,0.962,0.3923,0.2639,0.4048,0.3748,0.2271,0.3481,0.2544,0.4366,0.2847,0.3091,0.3129,0.3013,-0.0877,0.2563,0.0866,0.1465,-0.0322,0.0301,2.6048
còn tuổi nào cho em - minh.mp3,1ZFI7RyuyYAMPVJxOI5C2x,273.23,99.38,G:min,0.109489,1864.68,3.6621,11.6029,-4.207,8.8945,-3.0785,9.2587,-10.1434,8.99,-211.47,122.9397,95.6295,40.0284,19.8763,19.6991,17.7981,17.2509,7.4722,14.2509,-3.5804,15.0379,3.0932,11.911,0.3443,10.9567,-7.3166,10.7492,0.061922,4178.53,21.08,21.77,22.48,21.63,20.12,20.23,46.53,0.062807,1.0495,1.85,0.9523,0.242,0.1964,0.3321,0.253,0.1365,0.1847,0.2603,0.4619,0.2871,0.2755,0.2877,0.1921,0.1008,0.2639,0.1532,-0.054,0.04,0.003,6.0415
"có chuyện, cùng chill - wowy.mp3",1SkRelFwwUW5wKw9F15QV0,230.3,152.0,A:maj,0.220807,2039.59,5.0925,11.4598,-3.9422,11.884,2.1437,9.9122,-1.2813,9.8086,-114.4211,112.0205,102.828,44.3813,13.8708,34.1219,18.5091,23.3165,12.082,19.9168,0.7219,18.872,-3.9408,14.4344,4.6945,13.2723,-7.245,14.2797,0.073225,4390.58,24.05,15.54,18.96,18.36,17.91,18.66,47.4,0.017629,1.7717,3.7,0.9676,0.3867,0.4197,0.4642,0.4248,0.4315,0.3812,0.4145,0.3455,0.338,0.4139,0.3691,0.3989,0.1765,-0.0632,-0.0033,-0.032,-0.0137,0.0008,1.8189
có hẹn với thanh xuân - forest studio.mp3,7teufwU5fNKeUkbAHZHjN4,239.53,95.7,F:maj,0.207512,1641.26,1.7976,9.3543,-10.5755,10.0335,-6.1787,9.0809,-12.3423,10.0042,-146.0562,105.1211,110.928,33.1607,12.8707,18.9044,20.5245,16.5712,0.2816,13.2312,2.1628,12.0958,-8.1245,11.8643,-5.951,13.3736,-8.534,11.052,0.06376,3294.76,21.17,19.52,23.02,21.96,21.6,19.98,50.72,0.009533,1.3538,2.65,0.9474,0.3461,0.1897,0.1893,0.1655,0.2799,0.4506,0.2312,0.294,0.2077,0.2977,0.2534,0.214,0.0572,0.2803,-0.1416,0.0396,-0.0048,0.0106,3.3047
có khi nào rời xa - bích phương.mp3,3ljpHacySG3bu9CwDbzVmJ,265.41,152.0,C:maj,0.128099,2042.31,-4.0583,10.9497,-10.6319,9.3672,-6.066,9.997,-5.2082,11.8606,-158.1993,100.5764,97.5551,40.1416,-6.8024,26.4175,23.7837,17.5133,-0.1475,12.1755,-4.1783,12.9495,-6.438,12.093,-6.496,11.5754,-9.5266,11.6993,0.097812,4062.44,19.51,19.16,23.65,22.28,22.36,21.79,49.37,0.009094,1.0609,1.94,0.9573,0.2831,0.1624,0.2833,0.1971,0.2766,0.217,0.1908,0.3213,0.2122,0.3672,0.2363,0.251,0.2346,0.2129,-0.0143,0.017,0.0078,0.0067,4.7488
có lẽ anh chưa từng - only c.mp3,1n5vwy1usk9prr2Yuh9Lt8,294.54,99.38,C:maj,0.132875,1953.33,3.6315,10.1806,-8.7482,9.6189,-5.3097,8.9109,-6.9258,8.8481,-150.2979,94.3794,100.4315,32.894,6.1111,18.434,30.2256,15.4196,2.9439,14.0013,8.4178,11.5284,-3.3875,10.487,5.0104,9.9259,-7.4796,10.3858,0.078277,4197.91,21.73,18.02,20.89,19.91,19.66,19.54,51.11,0.017117,1.4168,3.41,0.9305,0.3994,0.2523,0.2859,0.2565,0.3956,0.3294,0.2701,0.3946,0.3078,0.3522,0.2735,0.3651,0.216,0.0811,0.0041,0.147,0.0045,0.0013,2.7174
có lẽ em - bích phương.mp3,3UtcaEgIDvLUpeBt0SealS,267.68,107.67,A:min,0.169358,1751.12,0.2757,11.5015,-8.6037,11.8933,-3.3499,10.1275,-7.2128,9.2076,-177.108,97.4342,114.4064,38.5659,17.6412,19.1035,9.1891,19.507,11.8296,15.5527,-6.7622,14.4339,-7.0559,12.8756,-1.7451,10.6202,-8.7078,11.6698,0.068959,3598.31,17.09,18.99,21.86,20.06,20.76,18.89,48.59,0.009487,1.0212,1.73,0.95,0.1963,0.1513,0.2292,0.1647,0.3381,0.3775,0.1868,0.2676,0.2133,0.3336,0.1769,0.1384,0.1762,0.184,-0.1391,0.0413,-0.0101,-0.0089,5.1359
có lẽ nào (thu cuối) - phan đinh tùng.mp3,3mH5SxxQr7UdXmL0Fe1vv0,306.63,161.5,D#:maj,0.194948,2116.49,6.7153,8.8729,-0.4062,9.3768,5.3883,9.1849,2.3758,8.3751,-74.8451,98.6777,96.1859,33.6674,-9.9681,27.0356,26.851,16.4942,1.636,13.6237,12.2348,10.5413,7.7594,12.1192,5.6124,9.2265,0.0952,9.0888,0.096857,4286.77,18.74,15.21,17.94,17.65,17.47,18.46,48.22,0.020718,1.3717,3.41,0.9728,0.4648,0.3265,0.4256,0.4698,0.3455,0.3565,0.3024,0.4034,0.351,0.3801,0.4695,0.3763,-0.1224,0.1004,0.0755,0.06,0.0011,0.0324,2.1247
có một người anh rất thương - phạm nguyên ngọc.mp3,0YSVlLMeyyKzUI5XtJVNKB,283.24,112.35,B:min,0.114647,1607.82,-7.7544,11.8821,-4.806,11.5881,-1.6987,10.1469,-7.8941,11.7344,-212.8019,123.0795,127.9526,44.0713,17.6367,26.4317,5.7797,18.7167,10.8987,17.2288,-0.1504,12.398,-2.7016,11.1831,-0.021,11.6358,-6.4215,11.3953,0.059271,3468.63,22.1,19.86,22.6,21.66,21.44,18.58,47.58,0.009006,1.0433,1.68,0.9449,0.2301,0.2842,0.2617,0.2332,0.2784,0.2159,0.3649,0.2628,0.2,0.2662,0.2547,0.3712,0.1936,-0.2423,0.0525,-0.0948,-0.0046,0.0162,4.364
có người - vct.mp3,3yQdutUPxvuZfdIbR81BJk,236.0,117.45,F#:maj,0.10335,1914.7,0.3288,10.3907,-8.1101,9.4856,-5.821,9.5103,-2.6473,9.0444,-197.898,125.3131,101.6781,33.699,17.2414,20.1303,16.0558,16.6561,6.1805,12.8733,7.1595,11.5323,-1.1991,10.2415,2.5351,11.4145,-3.7287,9.5976,0.073586,4194.7,20.63,17.73,22.26,22.02,21.04,18.96,47.81,0.016359,1.136,1.73,0.9659,0.2316,0.3243,0.2065,0.2396,0.1778,0.2665,0.3599,0.2406,0.3631,0.2347,0.3608,0.269,-0.2256,-0.162,-0.02,-0.0896,-0.0069,-0.0076,2.813
có một người luôn cười khi anh đến (feat. d. blue) - tofutns.mp3,6qrsI7CsLy6UqQjshYYvYA,273.55,117.45,A:maj,0.09522,1912.42,0.5684,13.285,-14.5302,11.2265,-1.9534,10.277,-3.6383,9.7878,-163.7508,78.8432,107.0393,28.295,-9.1406,29.0552,28.6079,19.6594,2.2643,17.1418,-3.3577,13.35,6.0651,12.2025,6.5688,11.062,-16.1977,11.9994,0.087322,3878.33,22.39,16.36,19.65,19.9,20.28,22.75,50.82,0.009447,1.4141,4.41,0.9529,0.3264,0.444,0.3536,0.3789,0.5086,0.365,0.3776,0.2741,0.3433,0.4634,0.3817,0.4307,0.1439,-0.1748,-0.0618,0.0061,0.0153,0.0071,1.6114
có sao cũng đành - datkaa.mp3,12Hn6I3DfH7bWx60fUtGlR,236.28,95.7,B:min,0.180528,1918.89,1.8929,11.7585,-1.0994,10.0453,0.94,10.1478,-4.251,9.6021,-144.3526,100.6741,101.3269,34.4044,10.9268,21.6858,16.3787,23.6682,6.2831,15.7801,-0.9567,14.8548,0.1123,13.6611,1.4382,11.4875,-3.6306,11.3111,0.065421,4134.63,21.56,18.14,22.23,20.97,19.69,18.64,47.18,0.012392,1.6005,3.67,0.9792,0.267,0.3236,0.2738,0.2002,0.276,0.2569,0.4341,0.2615,0.236,0.3199,0.2792,0.4224,0.1453,-0.1967,0.0232,-0.1242,-0.0314,0.0181,2.4088
có như không có - hiền hồ.mp3,3zW0v4azDGLthEBY9cnWVF,273.73,129.2,G:maj,0.103533,1704.28,-1.7488,10.208,-9.9509,9.3708,-4.0668,9.6653,-7.4042,9.5602,-204.7425,124.3224,111.6814,30.8994,11.6114,22.8836,20.0237,16.4416,1.3803,11.762,-3.9073,13.6107,1.8827,12.6826,-13.4857,14.4538,-1.6444,11.644,0.067234,3527.12,22.03,18.07,22.29,21.3,19.94,20.29,47.22,0.008007,1.0114,2.22,0.9475,0.2413,0.234,0.3706,0.235,0.2879,0.1762,0.282,0.3483,0.2275,0.3394,0.202,0.332,0.2786,-0.0088,0.0875,-0.0117,-0.0011,-0.0128,3.1137
có đau thì đau một mình - orange.mp3,5GwcyjzW7yypGiYH2Y2KtE,210.53,129.2,C#:min,0.22848,2227.15,0.1098,9.0037,-7.8542,9.2273,1.697,8.9607,-3.0234,9.6057,-59.3884,92.534,102.6027,31.2978,6.0668,21.2384,16.0537,15.0534,4.2495,11.0796,0.8204,12.5743,1.489,11.5228,-5.0749,11.8993,-0.0266,10.6413,0.09116,4893.39,21.15,15.5,18.51,19.28,19.46,19.08,48.01,0.018945,1.4257,4.06,0.9706,0.3211,0.4965,0.2962,0.3664,0.4147,0.2675,0.3107,0.2655,0.4386,0.337,0.2674,0.3803,0.0292,-0.2182,-0.056,0.0654,0.0062,-0.0015,2.0447
cô ta - parys.mp3,50ubcEt0PtzCON0iPOtvLw,145.0,117.45,C#:min,0.183855,1999.65,5.2898,10.6344,-4.5923,10.4288,1.76,10.181,-3.7493,7.8728,-117.2871,92.3377,117.9709,49.7621,25.4264,21.5334,11.0061,18.7384,9.8627,12.1461,6.309,12.6537,3.7095,11.9217,5.2432,10.8564,-2.374,10.7575,0.061978,4469.6,19.86,15.28,18.88,18.9,18.79,17.67,47.34,0.014809,1.4358,3.87,0.9687,0.324,0.4339,0.3128,0.4121,0.5105,0.3755,0.4872,0.3837,0.556,0.4851,0.3245,0.4172,-0.0275,-0.2316,-0.1159,0.0206,0.0194,-0.0244,2.5336
cô gái ngày hôm qua - vũ cát tường.mp3,22IXy1do1ScS3RZNea8AsN,315.95,123.05,G:maj,0.108066,1663.95,1.0742,11.1541,-10.2626,10.3034,-4.7275,10.2024,-0.4576,11.5109,-226.3356,124.4648,110.9942,38.6353,21.438,24.0133,17.1646,17.3524,5.9706,13.3066,-0.9964,14.84,-0.1724,13.5651,-2.834,12.3242,-4.4226,10.6111,0.067074,3410.79,20.0,17.84,22.94,23.26,22.1,20.27,47.13,0.008543,1.1455,1.91,0.9666,0.3333,0.2343,0.3065,0.2196,0.231,0.1504,0.264,0.3621,0.2575,0.265,0.2223,0.3452,0.1611,0.0208,0.0863,0.0107,-0.0049,0.0014,3.8091
